order_id,payment_sequential,payment_type,payment_installments,payment_value
order_062433,1,credit_card,5,137.64
order_062434,1,credit_card,3,58.76
order_062435,1,boleto,3,65.23
order_062436,1,credit_card,3,62.68
order_062437,1,credit_card,4,154.02
order_062438,1,boleto,2,214.49
order_062439,1,credit_card,2,49.4
order_062440,1,credit_card,7,44.96
order_062441,1,credit_card,5,38.09
order_062442,1,boleto,2,71.85
order_062443,1,credit_card,2,124.5
order_062444,1,boleto,1,64.59
order_062445,1,boleto,4,216.23
order_062446,1,credit_card,1,137.39
order_062447,1,credit_card,1,73.16
order_062448,1,credit_card,1,64.95
order_062449,1,credit_card,1,153.02
order_062450,1,credit_card,1,141.27
order_062451,1,boleto,6,212.78
order_062452,1,credit_card,3,100.09
order_062453,1,credit_card,1,33.83
order_062454,1,credit_card,7,84.25
order_062455,1,boleto,7,169.72
order_062456,1,boleto,5,109.07
order_062457,1,credit_card,1,48.35
order_062458,1,boleto,2,38.04
order_062459,1,credit_card,2,105.02
order_062460,1,boleto,1,85.83
order_062461,1,boleto,2,53.51
order_062462,1,boleto,1,23.6
order_062463,1,boleto,4,54.53
order_062464,1,boleto,1,226.24
order_062465,1,boleto,1,383.06
order_062466,1,credit_card,1,52.16
order_062467,1,credit_card,2,242.87
order_062468,1,credit_card,6,373.84
order_062469,1,credit_card,3,85.56
order_062470,1,credit_card,3,32.46
order_062471,1,credit_card,4,233.25
order_062472,1,boleto,9,77.51
order_062473,1,credit_card,1,148.86
order_062474,1,credit_card,1,91.34
order_062475,1,boleto,5,86.91
order_062476,1,credit_card,10,146.57
order_062477,1,credit_card,6,85.74
order_062478,1,credit_card,7,58.05
order_062479,1,credit_card,7,45.26
order_062480,1,debit_card,5,22.35
order_062481,1,credit_card,7,456.82
order_062482,1,credit_card,1,64.57
order_062483,1,credit_card,10,104.08
order_062484,1,boleto,10,43.99
order_062485,1,credit_card,1,209.23
order_062486,1,credit_card,9,47.01
order_062487,1,credit_card,3,49.59
order_062488,1,credit_card,7,60.14
order_062489,1,credit_card,3,92.82
order_062490,1,boleto,1,100.47
order_062491,1,credit_card,4,102.0
order_062492,1,credit_card,1,103.85
order_062493,1,credit_card,7,74.43
order_062494,1,credit_card,1,59.46
order_062495,1,credit_card,11,46.86
order_062496,1,credit_card,3,117.46
order_062497,1,boleto,3,259.1
order_062498,1,credit_card,1,53.26
order_062499,1,credit_card,1,97.9
order_062500,1,credit_card,1,211.81
order_062501,1,credit_card,2,295.13
order_062502,1,credit_card,1,191.61
order_062503,1,credit_card,2,96.68
order_062504,1,credit_card,3,94.28
order_062505,1,credit_card,7,140.19
order_062506,1,credit_card,1,97.17
order_062507,1,credit_card,4,191.57
order_062508,1,credit_card,12,103.17
order_062509,1,boleto,12,107.32
order_062510,1,boleto,1,135.22
order_062511,1,credit_card,1,308.58
order_062512,1,boleto,6,41.4
order_062513,1,credit_card,2,195.39
order_062514,1,credit_card,1,112.7
order_062515,1,credit_card,1,158.38
order_062516,1,voucher,2,82.58
order_062517,1,credit_card,1,408.03
order_062518,1,credit_card,1,49.43
order_062519,1,credit_card,3,74.05
order_062520,1,credit_card,1,134.89
order_062521,1,voucher,1,61.56
order_062522,1,credit_card,1,53.43
order_062523,1,credit_card,3,51.81
order_062524,1,credit_card,10,49.63
order_062525,1,boleto,4,64.23
order_062526,1,boleto,2,271.24
order_062527,1,credit_card,1,210.94
order_062528,1,credit_card,10,310.02
order_062529,1,credit_card,10,75.35
order_062530,1,debit_card,1,178.7
order_062531,1,credit_card,3,153.33
order_062532,1,boleto,2,19.02
order_062533,1,boleto,1,511.3
order_062534,1,credit_card,1,93.83
order_062535,1,boleto,3,88.55
order_062536,1,credit_card,5,49.81
order_062537,1,credit_card,4,687.12
order_062538,1,boleto,1,90.35
order_062539,1,credit_card,4,211.5
order_062540,1,credit_card,5,59.29
order_062541,1,credit_card,2,28.01
order_062542,1,credit_card,10,82.83
order_062543,1,credit_card,7,53.49
order_062544,1,credit_card,3,656.19
order_062545,1,debit_card,9,80.82
order_062546,1,credit_card,6,67.57
order_062547,1,boleto,3,46.92
order_062548,1,credit_card,3,215.21
order_062549,1,credit_card,11,47.36
order_062550,1,voucher,2,110.43
order_062551,1,boleto,9,79.35
order_062552,1,boleto,11,17.62
order_062553,1,credit_card,4,281.24
order_062554,1,credit_card,2,163.9
order_062555,1,credit_card,12,60.94
order_062556,1,boleto,2,35.31
order_062557,1,boleto,4,39.66
order_062558,1,credit_card,5,221.85
order_062559,1,boleto,1,71.98
order_062560,1,debit_card,1,52.26
order_062561,1,boleto,9,25.48
order_062562,1,boleto,2,16.9
order_062563,1,credit_card,6,72.52
order_062564,1,credit_card,1,393.01
order_062565,1,credit_card,1,131.15
order_062566,1,credit_card,11,63.54
order_062567,1,credit_card,1,94.64
order_062568,1,credit_card,1,46.71
order_062569,1,boleto,2,100.41
order_062570,1,credit_card,7,150.62
order_062571,1,credit_card,3,73.38
order_062572,1,boleto,1,99.46
order_062573,1,credit_card,3,46.35
order_062574,1,credit_card,5,296.16
order_062575,1,credit_card,1,343.19
order_062576,1,credit_card,8,144.22
order_062577,1,credit_card,8,19.12
order_062578,1,credit_card,1,214.53
order_062579,1,credit_card,9,143.71
order_062580,1,boleto,5,48.25
order_062581,1,boleto,1,111.21
order_062582,1,credit_card,2,109.77
order_062583,1,credit_card,4,68.36
order_062584,1,credit_card,3,145.99
order_062585,1,boleto,2,52.46
order_062586,1,credit_card,1,121.17
order_062587,1,credit_card,3,32.0
order_062588,1,credit_card,2,137.93
order_062589,1,credit_card,3,261.97
order_062590,1,credit_card,1,85.71
order_062591,1,boleto,1,63.27
order_062592,1,credit_card,2,37.52
order_062593,1,credit_card,1,62.96
order_062594,1,boleto,1,14.72
order_062595,1,credit_card,2,213.79
order_062596,1,credit_card,3,123.27
order_062597,1,boleto,9,58.0
order_062598,1,credit_card,1,45.05
order_062599,1,voucher,1,73.44
order_062600,1,boleto,1,74.2
order_062601,1,credit_card,1,99.9
order_062602,1,credit_card,2,126.83
order_062603,1,credit_card,1,302.92
order_062604,1,credit_card,2,118.54
order_062605,1,credit_card,12,102.91
order_062606,1,credit_card,1,159.99
order_062607,1,credit_card,6,152.56
order_062608,1,debit_card,3,49.24
order_062609,1,credit_card,6,100.45
order_062610,1,credit_card,3,139.17
order_062611,1,boleto,1,245.4
order_062612,1,credit_card,2,93.54
order_062613,1,boleto,7,67.15
order_062614,1,credit_card,2,135.28
order_062615,1,boleto,4,109.72
order_062616,1,debit_card,1,36.6
order_062617,1,voucher,3,77.01
order_062618,1,credit_card,8,75.07
order_062619,1,credit_card,1,71.64
order_062620,1,credit_card,6,163.09
order_062621,1,credit_card,1,78.9
order_062622,1,credit_card,1,118.11
order_062623,1,credit_card,2,71.63
order_062624,1,credit_card,2,135.04
order_062625,1,credit_card,8,183.24
order_062626,1,voucher,8,67.81
order_062627,1,credit_card,2,154.57
order_062628,1,credit_card,2,169.58
order_062629,1,boleto,4,42.45
order_062630,1,credit_card,3,82.51
order_062631,1,credit_card,12,126.8
order_062632,1,boleto,3,359.18
order_062633,1,credit_card,4,39.02
order_062634,1,boleto,1,303.82
order_062635,1,credit_card,1,70.69
order_062636,1,credit_card,2,41.49
order_062637,1,credit_card,1,49.28
order_062638,1,boleto,1,100.1
order_062639,1,credit_card,3,44.62
order_062640,1,boleto,2,159.82
order_062641,1,boleto,11,106.34
order_062642,1,credit_card,1,74.23
order_062643,1,credit_card,3,187.77
order_062644,1,credit_card,2,79.58
order_062645,1,credit_card,11,68.66
order_062646,1,credit_card,8,629.27
order_062647,1,credit_card,12,134.89
order_062648,1,boleto,1,38.62
order_062649,1,credit_card,7,120.52
order_062650,1,credit_card,1,106.23
order_062651,1,credit_card,6,103.55
order_062652,1,credit_card,6,111.1
order_062653,1,credit_card,10,83.61
order_062654,1,credit_card,3,67.21
order_062655,1,boleto,3,94.44
order_062656,1,credit_card,5,114.82
order_062657,1,credit_card,1,49.44
order_062658,1,credit_card,1,64.47
order_062659,1,boleto,1,35.17
order_062660,1,boleto,7,94.04
order_062661,1,credit_card,3,115.39
order_062662,1,credit_card,9,57.38
order_062663,1,credit_card,3,115.94
order_062664,1,credit_card,8,98.38
order_062665,1,credit_card,1,102.44
order_062666,1,credit_card,5,104.33
order_062667,1,voucher,7,69.9
order_062668,1,credit_card,2,81.04
order_062669,1,debit_card,1,69.13
order_062670,1,credit_card,2,69.76
order_062671,1,credit_card,3,140.83
order_062672,1,credit_card,4,58.6
order_062673,1,boleto,7,222.99
order_062674,1,credit_card,7,174.89
order_062675,1,credit_card,5,142.24
order_062676,1,boleto,9,55.4
order_062677,1,credit_card,2,125.28
order_062678,1,credit_card,1,74.62
order_062679,1,credit_card,2,206.84
order_062680,1,credit_card,7,56.94
order_062681,1,credit_card,1,36.62
order_062682,1,voucher,1,82.08
order_062683,1,credit_card,1,40.58
order_062684,1,credit_card,2,58.77
order_062685,1,boleto,2,31.0
order_062686,1,credit_card,5,142.75
order_062687,1,boleto,9,114.65
order_062688,1,credit_card,1,30.8
order_062689,1,credit_card,6,16.37
order_062690,1,credit_card,1,57.31
order_062691,1,credit_card,9,96.45
order_062692,1,credit_card,1,59.42
order_062693,1,credit_card,1,118.79
order_062694,1,credit_card,7,27.72
order_062695,1,credit_card,9,52.72
order_062696,1,credit_card,1,115.21
order_062697,1,credit_card,1,134.8
order_062698,1,boleto,1,59.7
order_062699,1,credit_card,1,375.95
order_062700,1,voucher,1,90.04
order_062701,1,credit_card,1,45.33
order_062702,1,credit_card,6,112.83
order_062703,1,boleto,1,71.77
order_062704,1,credit_card,1,94.39
order_062705,1,boleto,2,76.75
order_062706,1,credit_card,1,37.79
order_062707,1,credit_card,3,166.74
order_062708,1,credit_card,6,75.17
order_062709,1,credit_card,11,56.93
order_062710,1,boleto,12,90.67
order_062711,1,boleto,5,248.46
order_062712,1,boleto,1,92.84
order_062713,1,credit_card,5,300.15
order_062714,1,credit_card,2,296.69
order_062715,1,boleto,3,63.54
order_062716,1,credit_card,2,89.61
order_062717,1,credit_card,1,129.7
order_062718,1,boleto,1,21.3
order_062719,1,credit_card,10,100.56
order_062720,1,credit_card,7,76.09
order_062721,1,credit_card,1,97.3
order_062722,1,boleto,4,96.61
order_062723,1,credit_card,3,35.33
order_062724,1,credit_card,2,127.04
order_062725,1,boleto,12,536.81
order_062726,1,credit_card,1,121.31
order_062727,1,credit_card,1,51.14
order_062728,1,credit_card,1,62.62
order_062729,1,credit_card,6,41.1
order_062730,1,voucher,2,161.34
order_062731,1,credit_card,8,60.69
order_062732,1,boleto,8,272.25
order_062733,1,voucher,2,71.4
order_062734,1,credit_card,4,123.19
order_062735,1,credit_card,10,113.83
order_062736,1,boleto,2,323.75
order_062737,1,credit_card,10,210.62
order_062738,1,credit_card,1,52.56
order_062739,1,credit_card,1,69.89
order_062740,1,credit_card,1,166.29
order_062741,1,boleto,3,40.14
order_062742,1,credit_card,7,218.96
order_062743,1,boleto,8,184.45
order_062744,1,credit_card,1,79.2
order_062745,1,credit_card,11,63.25
order_062746,1,credit_card,1,285.36
order_062747,1,boleto,4,52.66
order_062748,1,debit_card,2,28.26
order_062749,1,boleto,1,278.36
order_062750,1,credit_card,2,100.39
order_062751,1,credit_card,1,69.16
order_062752,1,boleto,1,168.79
order_062753,1,boleto,2,63.24
order_062754,1,credit_card,1,305.19
order_062755,1,credit_card,4,82.25
order_062756,1,boleto,1,155.32
order_062757,1,credit_card,3,107.66
order_062758,1,boleto,1,174.05
order_062759,1,credit_card,4,90.81
order_062760,1,credit_card,5,117.3
order_062761,1,credit_card,1,169.74
order_062762,1,boleto,5,61.2
order_062763,1,credit_card,1,51.37
order_062764,1,credit_card,1,37.3
order_062765,1,voucher,3,34.46
order_062766,1,credit_card,3,137.73
order_062767,1,credit_card,3,157.46
order_062768,1,credit_card,1,82.08
order_062769,1,boleto,5,127.88
order_062770,1,credit_card,11,68.93
order_062771,1,boleto,1,55.7
order_062772,1,credit_card,8,194.22
order_062773,1,credit_card,1,131.02
order_062774,1,credit_card,12,126.9
order_062775,1,credit_card,2,146.17
order_062776,1,credit_card,1,51.82
order_062777,1,credit_card,1,79.77
order_062778,1,credit_card,10,41.97
order_062779,1,boleto,8,104.49
order_062780,1,credit_card,11,66.17
order_062781,1,boleto,3,141.19
order_062782,1,credit_card,1,63.23
order_062783,1,boleto,2,33.77
order_062784,1,credit_card,1,51.51
order_062785,1,credit_card,8,131.87
order_062786,1,credit_card,1,45.84
order_062787,1,credit_card,1,111.53
order_062788,1,boleto,4,23.06
order_062789,1,boleto,2,246.58
order_062790,1,credit_card,1,94.73
order_062791,1,credit_card,4,94.62
order_062792,1,credit_card,7,83.94
order_062793,1,boleto,1,143.56
order_062794,1,credit_card,1,25.93
order_062795,1,voucher,10,71.14
order_062796,1,credit_card,1,105.7
order_062797,1,credit_card,1,9.32
order_062798,1,credit_card,5,70.27
order_062799,1,boleto,4,247.65
order_062800,1,credit_card,1,314.69
order_062801,1,credit_card,4,195.08
order_062802,1,credit_card,1,81.56
order_062803,1,boleto,1,165.38
order_062804,1,credit_card,7,303.3
order_062805,1,credit_card,4,164.7
order_062806,1,credit_card,1,146.56
order_062807,1,boleto,2,135.55
order_062808,1,credit_card,9,148.7
order_062809,1,credit_card,9,61.15
order_062810,1,credit_card,7,89.7
order_062811,1,boleto,4,66.03
order_062812,1,credit_card,5,38.91
order_062813,1,credit_card,1,251.64
order_062814,1,credit_card,1,205.52
order_062815,1,voucher,10,161.25
order_062816,1,credit_card,4,71.43
order_062817,1,credit_card,10,81.82
order_062818,1,credit_card,8,156.89
order_062819,1,credit_card,1,38.89
order_062820,1,boleto,2,125.22
order_062821,1,credit_card,1,62.02
order_062822,1,credit_card,3,52.96
order_062823,1,credit_card,5,105.91
order_062824,1,credit_card,2,30.06
order_062825,1,boleto,8,74.33
order_062826,1,credit_card,2,83.06
order_062827,1,credit_card,1,78.3
order_062828,1,credit_card,2,159.08
order_062829,1,boleto,8,84.53
order_062830,1,credit_card,8,38.72
order_062831,1,boleto,2,107.59
order_062832,1,credit_card,12,125.76
order_062833,1,credit_card,12,35.48
order_062834,1,credit_card,2,102.86
order_062835,1,credit_card,10,180.05
order_062836,1,credit_card,7,89.27
order_062837,1,credit_card,1,126.23
order_062838,1,credit_card,1,28.45
order_062839,1,credit_card,1,11.45
order_062840,1,credit_card,1,68.2
order_062841,1,credit_card,1,60.27
order_062842,1,credit_card,1,63.55
order_062843,1,credit_card,3,101.22
order_062844,1,boleto,6,84.79
order_062845,1,credit_card,1,48.53
order_062846,1,boleto,4,69.34
order_062847,1,credit_card,1,84.27
order_062848,1,credit_card,3,184.94
order_062849,1,credit_card,2,40.57
order_062850,1,boleto,1,46.4
order_062851,1,credit_card,2,42.2
order_062852,1,debit_card,1,67.31
order_062853,1,credit_card,3,75.76
order_062854,1,boleto,1,67.1
order_062855,1,credit_card,1,139.62
order_062856,1,credit_card,1,90.61
order_062857,1,credit_card,6,14.89
order_062858,1,credit_card,1,225.4
order_062859,1,credit_card,2,38.62
order_062860,1,credit_card,9,63.75
order_062861,1,credit_card,1,118.86
order_062862,1,credit_card,4,566.61
order_062863,1,credit_card,4,99.11
order_062864,1,credit_card,1,42.21
order_062865,1,credit_card,1,48.14
order_062866,1,credit_card,1,290.14
order_062867,1,credit_card,4,65.35
order_062868,1,credit_card,1,60.41
order_062869,1,credit_card,1,97.44
order_062870,1,credit_card,1,76.64
order_062871,1,boleto,6,51.86
order_062872,1,credit_card,9,67.06
order_062873,1,credit_card,10,111.58
order_062874,1,credit_card,1,140.57
order_062875,1,credit_card,1,86.34
order_062876,1,credit_card,6,96.18
order_062877,1,credit_card,2,66.55
order_062878,1,credit_card,3,69.4
order_062879,1,credit_card,9,54.89
order_062880,1,credit_card,8,45.54
order_062881,1,credit_card,2,125.43
order_062882,1,credit_card,2,62.29
order_062883,1,boleto,1,307.87
order_062884,1,credit_card,2,127.53
order_062885,1,credit_card,1,220.29
order_062886,1,credit_card,11,150.41
order_062887,1,credit_card,12,76.86
order_062888,1,boleto,1,131.1
order_062889,1,credit_card,1,70.26
order_062890,1,credit_card,1,114.57
order_062891,1,boleto,3,54.88
order_062892,1,credit_card,1,80.69
order_062893,1,credit_card,1,65.24
order_062894,1,credit_card,5,119.88
order_062895,1,credit_card,1,66.83
order_062896,1,credit_card,5,142.25
order_062897,1,credit_card,3,159.76
order_062898,1,credit_card,1,244.25
order_062899,1,boleto,5,109.95
order_062900,1,credit_card,11,177.17
order_062901,1,credit_card,1,29.07
order_062902,1,credit_card,1,95.66
order_062903,1,credit_card,1,64.16
order_062904,1,credit_card,3,65.02
order_062905,1,credit_card,2,49.94
order_062906,1,credit_card,1,38.84
order_062907,1,credit_card,7,79.01
order_062908,1,credit_card,1,131.42
order_062909,1,credit_card,1,276.82
order_062910,1,credit_card,8,125.48
order_062911,1,credit_card,6,72.89
order_062912,1,credit_card,5,102.81
order_062913,1,credit_card,2,63.14
order_062914,1,credit_card,11,290.0
order_062915,1,credit_card,3,52.59
order_062916,1,credit_card,1,123.45
order_062917,1,credit_card,1,403.72
order_062918,1,credit_card,1,284.71
order_062919,1,credit_card,1,182.94
order_062920,1,credit_card,2,75.73
order_062921,1,credit_card,1,34.26
order_062922,1,boleto,1,968.17
order_062923,1,boleto,1,121.24
order_062924,1,credit_card,1,50.97
order_062925,1,credit_card,6,95.15
order_062926,1,credit_card,2,30.86
order_062927,1,debit_card,3,55.3
order_062928,1,boleto,1,32.17
order_062929,1,credit_card,1,142.65
order_062930,1,credit_card,2,341.17
order_062931,1,credit_card,9,53.53
order_062932,1,debit_card,4,46.27
order_062933,1,credit_card,5,278.76
order_062934,1,credit_card,1,65.58
order_062935,1,credit_card,1,57.99
order_062936,1,voucher,2,75.48
order_062937,1,credit_card,2,126.04
order_062938,1,credit_card,1,229.48
order_062939,1,credit_card,3,232.06
order_062940,1,credit_card,9,68.09
order_062941,1,credit_card,9,223.91
order_062942,1,credit_card,1,28.71
order_062943,1,boleto,2,34.72
order_062944,1,boleto,5,221.08
order_062945,1,credit_card,1,305.14
order_062946,1,credit_card,1,99.15
order_062947,1,credit_card,8,75.22
order_062948,1,credit_card,7,149.74
order_062949,1,credit_card,4,120.63
order_062950,1,credit_card,5,222.44
order_062951,1,credit_card,10,53.53
order_062952,1,boleto,8,96.96
order_062953,1,boleto,1,41.86
order_062954,1,credit_card,8,100.86
order_062955,1,credit_card,8,67.11
order_062956,1,credit_card,2,199.64
order_062957,1,credit_card,4,259.92
order_062958,1,boleto,7,55.12
order_062959,1,boleto,8,35.7
order_062960,1,credit_card,1,132.38
order_062961,1,credit_card,10,144.47
order_062962,1,boleto,1,426.13
order_062963,1,credit_card,7,280.63
order_062964,1,debit_card,8,155.82
order_062965,1,boleto,3,193.83
order_062966,1,credit_card,1,83.63
order_062967,1,credit_card,1,207.15
order_062968,1,boleto,1,60.93
order_062969,1,credit_card,7,72.38
order_062970,1,credit_card,6,130.4
order_062971,1,credit_card,1,84.31
order_062972,1,boleto,11,47.99
order_062973,1,credit_card,2,48.45
order_062974,1,credit_card,2,39.87
order_062975,1,credit_card,1,47.11
order_062976,1,boleto,8,78.32
order_062977,1,credit_card,2,29.93
order_062978,1,credit_card,4,106.0
order_062979,1,debit_card,2,202.34
order_062980,1,credit_card,1,54.22
order_062981,1,credit_card,1,30.92
order_062982,1,credit_card,2,36.53
order_062983,1,credit_card,2,79.82
order_062984,1,credit_card,2,271.25
order_062985,1,credit_card,8,64.8
order_062986,1,boleto,9,21.41
order_062987,1,credit_card,1,108.28
order_062988,1,boleto,3,138.27
order_062989,1,credit_card,1,32.54
order_062990,1,boleto,10,87.06
order_062991,1,boleto,2,146.63
order_062992,1,credit_card,6,187.13
order_062993,1,credit_card,6,81.04
order_062994,1,credit_card,1,57.3
order_062995,1,credit_card,2,25.26
order_062996,1,credit_card,1,56.22
order_062997,1,credit_card,1,62.99
order_062998,1,credit_card,7,164.94
order_062999,1,credit_card,1,23.43
order_063000,1,credit_card,1,343.18
order_063001,1,credit_card,1,25.54
order_063002,1,credit_card,4,176.04
order_063003,1,credit_card,3,75.3
order_063004,1,credit_card,1,277.62
order_063005,1,voucher,2,75.1
order_063006,1,credit_card,9,23.67
order_063007,1,credit_card,1,241.9
order_063008,1,credit_card,1,23.42
order_063009,1,credit_card,1,87.24
order_063010,1,credit_card,5,56.23
order_063011,1,credit_card,1,397.16
order_063012,1,credit_card,2,120.43
order_063013,1,boleto,2,191.27
order_063014,1,credit_card,1,26.3
order_063015,1,credit_card,3,37.22
order_063016,1,credit_card,1,17.16
order_063017,1,credit_card,1,105.39
order_063018,1,boleto,1,216.47
order_063019,1,credit_card,7,47.62
order_063020,1,credit_card,3,101.87
order_063021,1,credit_card,12,104.46
order_063022,1,credit_card,1,73.26
order_063023,1,credit_card,1,46.48
order_063024,1,credit_card,2,64.75
order_063025,1,credit_card,4,334.22
order_063026,1,credit_card,2,151.12
order_063027,1,credit_card,2,155.74
order_063028,1,credit_card,9,42.79
order_063029,1,boleto,1,524.18
order_063030,1,credit_card,10,47.44
order_063031,1,boleto,1,275.3
order_063032,1,boleto,1,245.01
order_063033,1,credit_card,2,37.02
order_063034,1,boleto,2,79.83
order_063035,1,credit_card,2,99.68
order_063036,1,credit_card,4,212.09
order_063037,1,credit_card,2,119.65
order_063038,1,credit_card,5,191.87
order_063039,1,credit_card,1,63.96
order_063040,1,credit_card,9,42.75
order_063041,1,credit_card,1,59.35
order_063042,1,voucher,1,91.9
order_063043,1,credit_card,7,273.21
order_063044,1,credit_card,3,85.88
order_063045,1,credit_card,11,163.77
order_063046,1,credit_card,3,52.54
order_063047,1,boleto,1,61.38
order_063048,1,credit_card,5,31.49
order_063049,1,boleto,1,200.29
order_063050,1,voucher,3,95.13
order_063051,1,credit_card,1,63.22
order_063052,1,credit_card,4,73.67
order_063053,1,credit_card,1,62.45
order_063054,1,credit_card,7,180.43
order_063055,1,credit_card,6,28.76
order_063056,1,credit_card,4,97.46
order_063057,1,credit_card,5,53.0
order_063058,1,credit_card,5,56.01
order_063059,1,credit_card,9,198.35
order_063060,1,credit_card,1,130.79
order_063061,1,credit_card,3,33.42
order_063062,1,credit_card,2,158.75
order_063063,1,credit_card,1,59.22
order_063064,1,credit_card,7,160.44
order_063065,1,boleto,5,104.63
order_063066,1,credit_card,4,87.72
order_063067,1,credit_card,1,27.43
order_063068,1,voucher,3,79.51
order_063069,1,credit_card,7,100.89
order_063070,1,credit_card,6,102.32
order_063071,1,credit_card,1,89.83
order_063072,1,credit_card,7,141.33
order_063073,1,credit_card,4,65.97
order_063074,1,boleto,8,69.1
order_063075,1,credit_card,10,112.01
order_063076,1,credit_card,1,227.38
order_063077,1,credit_card,1,139.35
order_063078,1,credit_card,3,43.24
order_063079,1,boleto,6,382.55
order_063080,1,credit_card,3,33.44
order_063081,1,boleto,3,79.88
order_063082,1,credit_card,3,99.29
order_063083,1,credit_card,1,131.14
order_063084,1,credit_card,5,46.41
order_063085,1,credit_card,9,311.29
order_063086,1,credit_card,2,28.65
order_063087,1,credit_card,4,145.18
order_063088,1,debit_card,2,161.69
order_063089,1,credit_card,1,122.59
order_063090,1,credit_card,10,153.57
order_063091,1,credit_card,3,125.53
order_063092,1,credit_card,1,204.86
order_063093,1,credit_card,1,123.96
order_063094,1,credit_card,3,149.42
order_063095,1,credit_card,4,118.42
order_063096,1,credit_card,12,27.44
order_063097,1,boleto,2,320.49
order_063098,1,credit_card,7,64.57
order_063099,1,boleto,1,108.95
order_063100,1,credit_card,4,109.92
order_063101,1,credit_card,4,115.37
order_063102,1,credit_card,4,51.65
order_063103,1,credit_card,5,121.51
order_063104,1,credit_card,5,91.18
order_063105,1,credit_card,2,40.13
order_063106,1,credit_card,3,106.16
order_063107,1,credit_card,1,79.23
order_063108,1,credit_card,1,81.88
order_063109,1,credit_card,11,64.14
order_063110,1,boleto,7,41.81
order_063111,1,voucher,6,20.63
order_063112,1,credit_card,4,66.91
order_063113,1,credit_card,2,375.96
order_063114,1,voucher,1,157.62
order_063115,1,boleto,2,123.59
order_063116,1,credit_card,7,94.51
order_063117,1,credit_card,1,14.64
order_063118,1,credit_card,11,36.28
order_063119,1,credit_card,5,426.43
order_063120,1,boleto,4,57.18
order_063121,1,credit_card,12,172.67
order_063122,1,boleto,1,38.44
order_063123,1,credit_card,3,165.96
order_063124,1,credit_card,2,69.66
order_063125,1,credit_card,1,113.44
order_063126,1,credit_card,1,55.71
order_063127,1,boleto,3,166.77
order_063128,1,credit_card,1,317.81
order_063129,1,credit_card,3,202.95
order_063130,1,credit_card,1,41.03
order_063131,1,credit_card,12,124.82
order_063132,1,credit_card,2,114.55
order_063133,1,credit_card,1,45.5
order_063134,1,credit_card,3,117.23
order_063135,1,credit_card,4,39.84
order_063136,1,credit_card,1,129.27
order_063137,1,credit_card,7,42.28
order_063138,1,boleto,1,38.47
order_063139,1,credit_card,1,96.56
order_063140,1,credit_card,1,48.68
order_063141,1,credit_card,5,58.81
order_063142,1,credit_card,5,123.03
order_063143,1,credit_card,4,28.91
order_063144,1,credit_card,4,54.91
order_063145,1,credit_card,6,16.97
order_063146,1,credit_card,1,34.81
order_063147,1,credit_card,7,78.15
order_063148,1,credit_card,2,243.85
order_063149,1,credit_card,2,125.68
order_063150,1,credit_card,5,155.78
order_063151,1,credit_card,11,42.01
order_063152,1,credit_card,3,136.48
order_063153,1,credit_card,4,77.6
order_063154,1,credit_card,1,86.36
order_063155,1,credit_card,2,44.95
order_063156,1,credit_card,1,36.46
order_063157,1,credit_card,3,154.1
order_063158,1,credit_card,1,45.93
order_063159,1,boleto,1,45.83
order_063160,1,credit_card,7,84.72
order_063161,1,voucher,6,144.79
order_063162,1,credit_card,6,299.37
order_063163,1,boleto,3,122.91
order_063164,1,credit_card,2,71.6
order_063165,1,credit_card,1,60.04
order_063166,1,debit_card,1,383.64
order_063167,1,credit_card,7,33.43
order_063168,1,credit_card,12,74.22
order_063169,1,credit_card,3,91.59
order_063170,1,credit_card,5,143.34
order_063171,1,credit_card,12,39.13
order_063172,1,credit_card,5,34.2
order_063173,1,credit_card,2,89.45
order_063174,1,credit_card,2,120.18
order_063175,1,credit_card,1,163.26
order_063176,1,credit_card,3,193.26
order_063177,1,credit_card,1,71.45
order_063178,1,credit_card,1,120.74
order_063179,1,credit_card,1,40.3
order_063180,1,credit_card,2,56.93
order_063181,1,credit_card,6,95.35
order_063182,1,boleto,1,186.67
order_063183,1,credit_card,2,130.28
order_063184,1,credit_card,8,45.1
order_063185,1,credit_card,5,75.85
order_063186,1,credit_card,1,69.37
order_063187,1,credit_card,5,153.99
order_063188,1,debit_card,1,169.22
order_063189,1,credit_card,1,131.55
order_063190,1,credit_card,1,51.57
order_063191,1,credit_card,10,93.34
order_063192,1,credit_card,1,156.75
order_063193,1,boleto,1,242.6
order_063194,1,credit_card,2,210.36
order_063195,1,credit_card,5,64.49
order_063196,1,credit_card,9,55.21
order_063197,1,credit_card,7,114.74
order_063198,1,boleto,7,195.47
order_063199,1,credit_card,1,22.34
order_063200,1,boleto,2,54.27
order_063201,1,boleto,2,77.37
order_063202,1,boleto,7,63.33
order_063203,1,credit_card,6,277.24
order_063204,1,credit_card,1,62.46
order_063205,1,credit_card,12,100.04
order_063206,1,credit_card,6,148.64
order_063207,1,credit_card,1,49.21
order_063208,1,credit_card,8,119.48
order_063209,1,credit_card,1,220.59
order_063210,1,credit_card,1,230.13
order_063211,1,credit_card,4,33.85
order_063212,1,credit_card,4,76.22
order_063213,1,credit_card,4,165.38
order_063214,1,credit_card,7,83.97
order_063215,1,voucher,8,134.38
order_063216,1,boleto,1,48.77
order_063217,1,boleto,10,136.33
order_063218,1,boleto,7,170.72
